date,PZ01,PZ02,PZ03,PZ05,PZ08,PZ10,PZ11,PZ13,PZ14,PZ15,PZ18,PZ20
2012-11-01,424.52770574805135,,,,483.2958511313124,348.51313653543025,472.6417482818713,,,,,
2012-12-01,423.5726037266327,,,,481.61358138867905,348.5800400261423,472.79669635796915,,,,,
2013-01-01,424.44534178747955,,565.3993437657705,,481.98904175873037,347.93625945469074,474.4424769221006,,,,,
2013-02-01,426.09319117508085,,566.4529817729298,,484.16248446034837,349.3878117570702,472.9441778364795,,,,,
2013-03-01,424.0400459254878,,567.1339445583909,,482.6961810075411,349.15015810865924,472.691839267832,,,,,
2013-04-01,424.1337826650591,,565.6510056109277,,482.7491556314097,347.8840042605973,470.3107677184545,,,,,
2013-05-01,424.94203326028025,,567.7865532927183,,481.9906518064762,347.475747460794,472.91605026462764,,,,,
2013-06-01,425.01680475838856,,566.1089055258096,,481.334933070773,345.9730821515668,473.50992584751816,,,,,
2013-07-01,425.2759979611764,,566.4516305802396,,481.22113355912035,347.5435909154237,474.6004204722671,,,,,
2013-08-01,425.63736012458185,,567.3889975932145,,483.22356335653905,346.9679462030205,472.3926060503054,,,,,
2013-09-01,425.1849860513827,,565.807556954822,,482.04859519833286,346.9619423261813,473.87291396402856,,,,,
2013-10-01,423.9569890725767,,566.1484166263324,,484.1408296309177,347.3795185836291,473.42599362325063,,,,,
2013-11-01,427.08004597198214,,565.6585399199741,,483.57808554907075,346.9008885413648,472.607480261568,374.0450602152507,,,,
2013-12-01,427.3377336735136,,566.8317070213363,,482.5587131930343,344.688384053992,473.8303394102503,373.8096021713255,,,,
2014-01-01,427.4891498784904,,564.5068917656837,,482.6405186026955,346.97286327914446,474.80241725859764,373.90675486883856,,,,
2014-02-01,427.5173418348826,,565.7312224994897,,482.61558604989426,346.26220811929164,474.36439127691875,372.6463630259501,,,,
2014-03-01,427.19127103727794,,566.5936549590174,,482.19816758347577,347.47721720005416,473.0779678190226,373.9412893340903,,,,
2014-04-01,425.96652411152735,,564.7655543990411,,482.93358516813,346.14157542246465,473.8481977176543,373.084351231628,,,,
2014-05-01,425.6969919152669,,566.2810374734004,,484.1206621625325,346.65914432778186,474.1316266873406,371.4319198020372,,,,
2014-06-01,426.91374295577896,,564.5039412501898,,483.45495898542526,346.31729972962586,472.65142379439277,372.1674264905907,,,,
2014-07-01,428.7827228982094,,563.6365784900762,,482.1293340397884,345.5632566454393,475.1919996917528,371.78805650036827,,,,480.6348627774202
2014-08-01,427.8974191994958,,563.9377844040705,,483.1780502112096,346.1417619327001,473.1262983580692,371.49282192768993,,,,478.2402342311324
2014-09-01,428.1912406646944,,563.7303566866104,,483.70361678806546,344.3353385476013,473.02778851846284,371.25039731487936,,,,478.6306989388134
2014-10-01,428.5464784650363,,565.0103640125379,,483.063496225224,344.3133897934602,473.78563178828136,371.172015983949,,,,476.80126551305835
2014-11-01,429.05681916202053,,564.9922319748368,,482.22804489926494,345.06563176911334,474.63194487366684,370.03288856519697,,,,477.99032048962516
2014-12-01,426.3519955418695,,563.8885479133014,,483.7761482306408,345.4578149807595,474.15979485191957,369.71050993159963,,,,476.4497784329294
2015-01-01,427.8502668386335,,565.8581441599582,,483.14754322052187,344.62227114941226,474.5946497983104,369.3525085754169,,,,478.271712361514
2015-02-01,428.42359746340446,,564.5092356186118,,484.26972666838026,344.5031111228014,474.11322311353234,368.8841169049389,,,,477.09354640797363
2015-03-01,428.46953370253146,,564.94556786845,,484.13175925804296,344.020380811694,474.3109144987521,367.93171914786006,543.6698723417142,,,475.83270548001326
2015-04-01,428.8976201491274,,563.8314743060523,,482.2664196776492,342.89984686255406,473.33550745696385,367.474414339841,543.2922044214057,,,477.1185333985467
2015-05-01,429.2134239314008,,564.8109734339779,,484.0554636170149,343.3812007075544,474.991392003311,366.8433180006452,543.9611407653409,,,476.7580298031561
2015-06-01,429.865939151939,,563.2693399864289,,483.0855713696809,342.12019294724263,472.56733620946835,366.468802986545,545.0260469069786,,,477.88339732675524
2015-07-01,428.97773264819557,,563.3242529902035,,482.5698544913196,343.94553824337413,474.66932965805245,366.31603086239966,545.5403841564765,,,477.10844493638507
2015-08-01,429.434636417865,,562.9512186779535,,483.27810295546675,343.39053737013376,474.77579730537803,366.63478007597206,542.5087861608902,,,475.82539300744605
2015-09-01,429.9641982429982,,563.9517461946026,,485.5321721431819,343.0251308464793,474.18321945282474,365.6416864383472,545.1573972086824,,,476.5415608323407
2015-10-01,429.0154090776855,,563.5455426483471,,484.6097472333123,342.6750790379576,475.1346343160807,364.8792544951358,543.8390675995732,,,475.5140067894919
2015-11-01,430.3133714708848,,561.7426230265048,,484.06133865010463,343.5303473020031,474.01707694127356,365.08984065117613,543.7667353035494,,,475.9446600082274
2015-12-01,429.767234658121,,561.7055526781808,,485.1590892224109,342.4706484399837,475.0395487700877,364.20428540034504,543.3158230957915,,,475.48423926884436
2016-01-01,430.82785907965257,,562.5054911501622,,483.8067977309565,342.6615933274999,474.8830011393465,363.4292539082317,543.9656295300433,,,474.3685737907188
2016-02-01,430.89554177012184,,563.7029173182864,,484.31955922565544,343.0784574263667,475.85055660301634,364.01073415680753,544.2423938477483,,,475.1523641906042
2016-03-01,430.30957919735266,,564.6448150293369,,483.8909514775589,342.1860111480699,474.76962539725463,362.43251506320337,544.4483659683132,,,474.1573144953504
2016-04-01,430.85183662942586,,563.2488834593979,,483.4763104423477,341.39118595424367,473.2633943212078,363.1443849424896,544.2990653675897,,,476.0726143129086
2016-05-01,432.95191126543165,,563.546157500852,,483.59607759426103,341.1477560088416,475.315083237004,362.5363844948236,543.8044410371896,355.8194816732877,,475.7389512373314
2016-06-01,431.82518263969126,,565.6257426808912,,485.1233652720052,341.2067475442213,474.86280163876194,362.400183363192,544.355263838123,355.7250447599527,,474.9974362281583
2016-07-01,430.64608879453397,,562.6658024175734,,484.38620071997497,341.0412790875598,475.90181088315575,360.94925633759027,545.3710334672062,354.45278464899496,,473.2312396822219
2016-08-01,430.63186324940193,,563.1381540717354,,484.6987241338645,340.3548173092648,475.17566665725656,362.5064380670732,546.4454520565503,354.8021760399131,,473.27705331973203
2016-09-01,432.57792326665555,,562.2342973195936,,485.68652918721403,341.27001601198504,475.2496788537517,361.1845155193474,545.8828641888656,354.1749351827437,,473.17999351512003
2016-10-01,432.40176972767466,,563.1777982870311,,483.88852880811936,340.68078132696843,475.93301254837735,361.8615426757503,545.1372331040503,356.3616707090827,,472.2483704058718
2016-11-01,432.55231877609293,,562.0301518558762,,485.4989238676669,341.14659118902625,475.1539074343493,358.5834373301044,546.2047856318233,356.32131788968707,,474.12934998434173
2016-12-01,433.13725659135207,,562.496782627583,,483.0693813138135,339.47745731355616,475.2584204519316,359.311019772024,544.6062806021474,356.38426761248456,,472.2958879201981
2017-01-01,431.9314942181464,,562.5465247523182,,484.9682032885073,339.34112552658513,474.7566295730149,358.4885710438831,546.2959117869588,355.0766522095837,,472.36477169919885
2017-02-01,434.13003397371295,,562.2759613979795,,485.63648636942617,340.12717425407743,476.7288978679171,358.78942758805397,546.5611452954105,356.5327550343677,,473.3100382112131
2017-03-01,432.68651450947556,,563.0436998907171,,484.38193977725217,341.0016711364009,475.74509201726505,358.5132505470835,545.7808378507158,357.3009057961795,,473.93712724249855
2017-04-01,434.11110083054507,,561.9412420031956,,484.3555024318478,340.05679179628913,476.2426282712147,360.036331579881,548.0729105658521,357.3826993162562,,472.12077258156773
2017-05-01,432.60669041051364,,562.1069981242564,,484.04141497471915,338.4508177412463,477.4177891054975,358.8279020206717,545.8185269392068,356.761062213141,,474.36901837267936
2017-06-01,434.86982837929736,,560.9996512682782,,485.62123788517306,339.6679582540056,476.65853385299397,356.3669904590913,545.915550907832,357.87569867294434,,472.71142015253264
2017-07-01,435.30317901766415,,559.8391598501875,,483.34418112012327,339.2528198925586,476.3454697770908,359.09322143858435,545.7021763738094,358.2435423761918,,471.39232793180827
2017-08-01,433.6441297443411,,561.6891503965545,,485.0888105898681,339.8477881393404,476.4559331816926,357.0373043243645,546.3174315637153,355.79360554507616,,473.02011197803904
2017-09-01,432.82116728195456,,562.2328941855702,,483.5059808376096,338.22888012053056,476.28437108435304,356.50734335729635,546.7073770284759,358.8487297111495,,472.81672283367783
2017-10-01,435.6496881833217,,561.0651988122186,376.70109117856555,484.89949171278835,339.16596287615374,477.2884815722358,355.9583653332315,547.2120381808126,358.2011305870459,,472.2448348266769
2017-11-01,433.7967322882532,,562.5475830241879,375.8405014751345,482.8998095670876,338.22264489309305,475.3055357026389,356.28679741645925,547.5281188667626,357.8738420338699,,470.9158996035958
2017-12-01,433.1958236140078,,561.5683426970287,377.84209768977837,485.92401071934324,337.3284106403326,475.45501856101305,354.4005326717366,545.4585742897627,358.9034095552526,,471.6078402722931
2018-01-01,435.71244278776254,,560.367554378072,375.4356681103116,484.7092728009393,337.31926256790746,474.96775675002266,355.9368025996966,546.7529104395913,359.13928692733526,,471.7783658010466
2018-02-01,435.1216682605811,,560.8949479882597,375.4743652810765,484.72138198620615,338.22159765426665,477.3463810634458,355.2229373100219,548.7152348917482,361.01465646937555,,470.1609031495792
2018-03-01,435.1657564184738,,560.0732478685694,377.2401779241428,485.394230539063,336.19580958492685,476.6353964312346,353.11996427028754,547.4412357859954,358.8816425167916,,471.7403116017652
2018-04-01,434.0983529469123,,562.9252782201158,377.24463864938446,485.0795158819893,336.1942219647107,475.94762002383203,354.3178918368758,546.8366471233031,361.7748487888284,,472.6010165819335
2018-05-01,434.46780368826523,,560.2637977265852,378.8379170085259,485.08906158936855,337.3247661175764,476.1357210896002,352.95435057459804,546.0164237304448,359.7982663944356,,470.829690434697
2018-06-01,436.54966702432654,,561.4710435620084,378.95303994350263,485.26007285009695,336.9942503412132,475.76311902919315,352.3766443483968,546.328054542537,360.7395750488003,,471.47226049337166
2018-07-01,435.4239090105653,,558.8848618594798,378.26895431438084,484.3010929593732,334.4664622900982,476.28961454131843,350.6602337454406,546.915551073372,360.57497803849185,,469.14434373448853
2018-08-01,435.83571382845776,,561.2023215853054,379.1950164727435,485.13519551978015,337.99259900634354,476.5183176284704,353.45658046011226,549.2078901173201,361.1706053305622,,470.0634641123941
2018-09-01,434.2602519764803,,560.0573077904063,378.87316931668477,485.4671035851448,335.9132527486166,476.4964031852198,351.46960606876894,550.2096737152859,360.5610403483434,,468.92406587805266
2018-10-01,436.40188625052843,,559.884870708428,380.43762646279856,486.42878001555516,336.61439057717917,476.44407040685144,352.1052154357,549.2493061613338,360.99573251261165,,468.27700438015177
2018-11-01,437.27655941419283,,559.6098799816882,377.49564809383344,485.2253415268203,336.3525415068285,476.24828391146946,352.1460479784066,548.38320932537,362.0025559102611,,469.46668155337017
2018-12-01,438.2888632828391,,561.4555961280984,380.0570544686904,487.22925611641523,336.9452812939902,476.59241212781643,350.7093807634397,549.170099952135,362.6858735202022,,468.1442553195105
2019-01-01,436.8601354911856,,562.2939037328528,378.4182991857685,485.4808047122953,336.20219787428,477.7313509676664,,550.6537526096696,363.4969571794105,,469.4653334648949
2019-02-01,438.0028978165471,,559.2614069204664,381.24016089028436,484.5549245199054,335.8150615279118,477.54369395195755,,549.6387589828507,362.63400606750844,,468.1686668001121
2019-03-01,438.0584119816543,,560.4660497466452,380.0956677787251,485.10623098357877,335.8139158963917,478.76709939872507,,549.5428913142144,363.24734532968415,,470.01828569391796
2019-04-01,436.88831127480074,,560.3787613692087,381.1827655590912,485.76532755641415,334.6206586592022,478.7439431464355,,548.0252451570893,362.4432529653642,,469.3586552014755
2019-05-01,438.4301544282054,,559.5495140558643,379.93017820689624,485.81579461398434,335.6716762438415,478.725904386285,,548.5026371400932,363.97468333183934,,467.20140815984087
2019-06-01,438.8545863122624,,558.3872098392462,380.45301172164204,484.7535765817376,334.98796069841103,477.1418015558057,,547.3566872614722,364.40266360672985,,467.3513667307298
2019-07-01,437.00633273016456,,560.5020297219862,380.8545805485911,486.841272432913,332.7690094905933,476.7323478415102,,549.1427722934114,363.14285483118084,,468.2840820971452
2019-08-01,438.1574669975101,,559.7110882984415,381.93678513715287,484.30506028528174,333.2973255660254,475.7520292447522,,550.8212635004118,364.4146396465742,,467.9134325515475
2019-09-01,438.63709511753655,,559.8424494392493,381.55065929857125,486.65125610145634,335.32007605731565,476.9174783263758,,549.5989712371515,365.3345678852802,,468.64807297427524
2019-10-01,439.3767671997964,,561.2070624577137,381.3468625356534,484.51674152834136,334.65137523856987,477.1930079665969,,549.1175020815588,365.33150357630836,,467.04770435578416
2019-11-01,439.60277801844074,,557.4103941945607,379.6900968786249,486.792073442632,333.31730314816815,477.26684743051317,,548.7612514074937,364.7447825316748,,467.60658094379136
2019-12-01,438.7286595484183,,559.937725183024,382.06182129533875,485.43931291943295,334.26046877028193,476.858389986514,,548.6865906685365,366.26237509372726,,467.95751789610654
2020-01-01,438.9831773305101,,560.5576840446098,382.36542756081997,486.0013326784707,331.620218115504,477.54638918893835,,550.3975307103407,364.13937869826776,,466.4570494378342
2020-02-01,440.93748701823256,,559.5306299722774,,484.914766334507,,477.8289924192861,,550.2679312075124,367.1040577235306,,467.1459029017574
2020-03-01,441.30460488271956,,558.2689352584306,,485.1785334055815,,477.9121042213614,,549.3327448950471,367.65576718076517,,467.51774865362074
2020-04-01,437.7641465263475,,558.8705946184157,,486.0737858618961,,477.736667978772,,549.9472312888495,366.4821404400881,,466.2861263061375
2020-05-01,440.2351759497559,,558.7868780249543,,486.26438982139837,,475.41073338152404,,550.7674935852282,365.48235800327217,,465.1664835107174
2020-06-01,,,558.3670795849455,,485.99867870296475,,478.19341792321967,,548.7525015201298,365.4382166294198,,465.4192034139689
2020-07-01,,,558.6396636461461,,487.07162139579924,,479.1888780118638,,550.5473733795732,366.1040078211661,,467.47351894671715
2020-08-01,,,557.7293249760485,,485.19426969650885,,477.0228723068259,,550.3529538317083,369.1347658644762,507.00009248981934,466.9319582478161
2020-09-01,,,556.8439309400769,,486.73276572144033,,478.2957410305765,,550.6152084793858,366.49512950352425,507.06661335615115,467.1649636368824
2020-10-01,,,559.0750413416536,,485.7875751130093,,479.17178386488547,,551.7885679429635,368.12847684991857,508.17775879515955,465.3121254354927
2020-11-01,,,557.433876762765,,486.25490781331047,,477.4365920279257,,552.1662466525654,369.1925902725878,508.3881672045834,464.2083939618863
2020-12-01,,,559.0489967840839,,487.98890965193544,,478.39008314003087,,553.5916390378753,368.1012287045451,509.59053773021594,465.8714328670717
2021-01-01,,,558.7887382619245,,487.65125577161615,,479.37869062570724,,551.8767834547556,370.24933123710605,509.49629630739213,466.2679830375692
2021-02-01,,446.60166221898425,559.7434701525159,,487.27893019560855,,477.25246916535843,,552.9631696690702,369.18700413659553,510.73557016723856,464.3904468796727
2021-03-01,,444.2152454943709,557.4846587518529,,487.66699145555083,,478.0851723988229,,552.6258857114885,369.47936644822965,511.08674162173435,465.4270530644282
2021-04-01,,445.23418941790555,558.4486333291308,,487.45553640865853,,477.493442423495,,552.3725789215456,370.5395044841281,511.71839016134794,464.7367001215363
2021-05-01,,446.8110880884181,557.3458633831057,,485.1098025424237,,476.84953927957986,,551.1991164875343,370.08393591894276,511.2988985238826,465.51717715979964
2021-06-01,,447.4338104303561,558.7244477543538,,487.761613636257,,477.9952643240128,,552.129737525051,370.2034995471055,512.5189848934608,465.04205069607053
2021-07-01,,449.58021833149354,557.5162093616863,,487.0852794864137,,478.4661450858991,,552.3880405320862,370.77964146403696,512.8798246309377,464.68696378611764
2021-08-01,,449.9975331332392,558.7586963262789,,484.1568886400854,,477.9771117896183,,551.8207639438818,370.4992182276142,512.4577277480187,462.99017723901875
2021-09-01,,452.321830400716,557.5744954137809,,,,479.1572014996485,,552.1209718168107,371.7519322974434,514.7376451591556,462.1465011953777
2021-10-01,,448.93971360270723,559.9468221807152,,,,477.3603979596746,,552.9032451522263,370.61823826994015,516.5386112224095,463.2507498420686
2021-11-01,,450.91770217484856,555.7893659964245,,,,476.7461794609209,,553.6047228797308,371.46976427908186,513.5052428989544,464.5010283796238
2021-12-01,,453.1677475576055,556.7072663545048,,,,478.42451734014634,,553.4161385687585,371.272451281084,515.121303861845,463.89070395258796
2022-01-01,,453.4401784957101,556.0790134291113,,,,478.65793665170355,,552.9789376267073,371.03730196535247,514.6607449158438,462.0180717791151
2022-02-01,,454.57931083576915,553.5183689237747,,,,478.98615012301144,,552.8587125749193,373.2919175964228,516.0130081875442,461.3968548150874
2022-03-01,,454.49291996543207,,,,,478.6801827815964,,554.4301724067681,371.94215294578294,517.2173058204463,463.10080144063687
2022-04-01,,454.8440030807073,,,,,479.0503835267124,,552.8602921505784,372.59201120526717,517.4963587282144,463.730812868413
2022-05-01,,454.03845636076136,,,,,479.6518819761612,,554.7792050887697,371.48019444937876,517.5030931649412,461.9449723118424
2022-06-01,,457.64145400986496,,,,,478.67364858833645,,553.2858733887641,373.9134910034592,517.7352876531506,461.2248785105123
2022-07-01,,456.7985331267243,,,,,477.9285794456648,,553.2243716190541,372.36789388880993,519.2190167505555,462.9308561849599
2022-08-01,,457.110992704634,,,,,479.4153499625579,,552.5067860316916,373.55379340796657,520.1372019051466,461.9419845276772
2022-09-01,,459.1929480658473,,,,,478.9228391483701,,554.2186291874006,375.1390065560279,521.3218002058449,460.93341602105363
2022-10-01,,459.33626445857334,,,,,479.92120179881925,,554.8734353272081,374.2636165241169,519.232358651467,461.28637646422635
2022-11-01,,460.4551019019243,,,,,479.86839832519837,,554.5852425776814,375.22770270200357,521.7905063382751,461.704426494681
2022-12-01,,459.6212480228969,,,,,478.3784126038517,,553.855243309169,373.5519406397754,522.924872527531,461.76942327612414
2023-01-01,,462.45886731610955,,,,,479.83418740122903,,555.5060121019162,375.8330382941051,521.3097008180881,460.7636967559557
2023-02-01,,462.97655494646864,,,,,478.4401754960503,,555.5329113435072,373.62081299138435,523.200057022659,461.11096354707405
2023-03-01,,463.0962797818933,,,,,480.6575222160719,,554.779225762052,376.074487222342,522.7673199890306,459.5221160918677
2023-04-01,,464.48580501223665,,,,,478.8688084762503,,555.0873346756434,374.58408601266854,523.3133578823267,461.3432622005546
2023-05-01,,465.0917216360517,,,,,480.9734660257157,,555.673097370645,375.1146593682565,524.0627392372533,460.86722620152585
2023-06-01,,465.6358316393566,,,,,481.55582598053394,,554.497809630935,376.3517380378443,523.3403864007146,461.69380978496923
2023-07-01,,465.4815168645136,,,,,479.7376963524249,,554.1420296169265,375.6055317766323,524.7113081553504,459.772944738776
2023-08-01,,467.78070905377905,,,,,479.0201929486479,,555.5474683763998,377.39551626997655,526.5907382300238,459.51599882476046
2023-09-01,,467.67864174675043,,,,,479.39887383001627,,556.9431057143616,377.27966979066383,527.348098813067,460.33213661893893
2023-10-01,,469.07304212714865,,,,,478.61763674836993,,555.3051958121098,375.47534503356854,525.0193865689506,459.5357667737303
2023-11-01,,469.08494502342126,,,,,479.6760947964806,,555.5181746605249,377.72274186712406,524.755429169489,457.75672712093535
2023-12-01,,467.8045650346065,,,,,480.46010459376,,554.7919037408158,378.65072096789277,,457.49040911910504
2024-01-01,,,,,,,481.22294754488775,,556.4173792409837,,,458.37447112086767
2024-02-01,,,,,,,480.1429924692262,,554.6985784881249,,,461.3916083577932
2024-03-01,,,,,,,480.2897048496611,,556.4539483560798,,,457.3848587112592
2024-04-01,,,,,,,479.13272534487584,,555.8522767915032,,,459.66560326472967
2024-05-01,,,,,,,,,557.3380821881161,,,458.6697872972605
2024-06-01,,,,,,,,,557.409523686029,,,459.10410781667485
2024-07-01,,,,,,,,,555.3361637497013,,,457.849799865981
2024-08-01,,,,,,,,,556.6623227392323,,,458.7230719740916
2024-09-01,,,,,,,,,557.1537135165436,,,456.6411905478482
2024-10-01,,,,,,,,,558.6116022469549,,,457.08587533371906
2024-11-01,,,,,,,,,557.6755768096444,,,457.79183531100483
2024-12-01,,,,,,,,,559.5088326109035,,,457.6213404109886
2025-01-01,,,,,,,,,,,,456.43315661041544
2025-02-01,,,,,,,,,,,,456.9397250375794
2025-03-01,,,,,,,,,,,,456.5136631333604
2025-04-01,,,,,,,,,,,,455.54681039141144
2025-05-01,,,,,,,,,,,,454.47731223333136
2025-06-01,,,,,,,,,,,,458.10032721234984
2025-07-01,,,,,,,,,,,,455.4074422735583
